90e9cbfe-dc60-440d-b09b-e3ef530a9fd4,cereal,Cereal (1/2 cup dry),Cereal (1/2 cup dry),14,null,true,2025-10-08 18:16:03.737247
e421a6d5-bd25-4049-aabf-84ed85919a93,banana,Banana (1 medium),Bananas (1 medium),27,null,true,2025-10-08 18:16:03.737247
a3aec83f-7792-402a-99ad-b0d38a3a5565,bagel,Bagel (1 large),Bagels (1 large),72,null,true,2025-10-08 18:16:03.737247
364dd05f-1918-4686-83e8-493e6a52527c,toast,Toast (1 slice),Toast (1 slice),13,null,true,2025-10-08 18:16:03.737247
a195992e-32fd-4ec0-aacc-c88d126dbdae,pancake,Pancake (1 medium),Pancakes (1 medium),18,null,true,2025-10-08 18:16:03.737247
65b8e926-69e7-4744-9b79-8f6cade45111,waffle,Waffle (1 medium),Waffles (1 medium),32,null,true,2025-10-08 18:16:03.737247
c4f6cf4e-cac6-4e4d-9e43-5ae5a1933e7e,orange_juice,Orange juice (1 cup),Orange juice (1 cup),27,null,true,2025-10-08 18:16:03.737247
c5342926-88df-4be5-8f25-b77522bd5cfc,smoothie,Smoothie (1 cup),Smoothies (1 cup),26,null,true,2025-10-08 18:16:03.737247
ead9e0a6-bd58-42e6-b8b1-dffa43152f01,rice,Rice (1 cup cooked),Rice (1 cup cooked),45,null,true,2025-10-08 18:16:03.737247
81aeb1f0-5607-48cc-8e17-e9c133649cd8,baked_potato,Baked potato (1 large),Baked potatoes (1 large),63,null,true,2025-10-08 18:16:03.737247
1b03a617-8f2c-4432-97f2-36f79c2906d5,sweet_potato,Sweet potato (1 medium),Sweet potatoes (1 medium),25,null,true,2025-10-08 18:16:03.737247
2e027ba9-c6d3-4889-a719-9cbb9d02d64d,beets,Beets (1 medium),Beets (1 medium),8,null,true,2025-10-08 18:16:03.737247
97d8294a-840f-4fa1-b754-d97a0c154edd,pizza,Pizza (1 slice),Pizza (1 slice),33,null,true,2025-10-08 18:16:03.737247
fb8661c3-eba0-42f9-9968-0d65fffb3d04,sandwich,Sandwich (1 medium),Sandwiches (1 medium),30,null,true,2025-10-08 18:16:03.737247
02712706-77c9-4929-8ba7-5b6aa552c71f,dates,Dates (1 pair),Dates (1 pair),11,null,true,2025-10-08 18:16:03.737247
b28f9929-9b71-4158-8a4c-d5929d4ddf8f,berries,Berries (1 cup),Berries (1 cup),22,null,true,2025-10-08 18:16:03.737247
55caac1c-af8e-4d81-b588-5f5f4a52f319,apple,Apple (1 medium),Apples (1 medium),25,null,true,2025-10-08 18:16:03.737247
206e9ca8-1124-47d1-8609-376a8c1032a1,pretzels,Pretzels (1 oz),Pretzels (1 oz),23,null,true,2025-10-08 18:16:03.737247
9dcc9a52-32ea-4bc7-9e06-416da5109147,graham_crackers,Graham crackers (2 sheets),Graham crackers (2 sheets),23,null,true,2025-10-08 18:16:03.737247
da52109a-da1b-4703-93a7-daa87a513d4d,saltines,Saltines (10 crackers),Saltines (10 crackers),22,null,true,2025-10-08 18:16:03.737247
65ee4f54-28ed-42bf-9bb7-2a01345649dd,fig_bar,Fig bar (twin-pack),Fig bars (twin-pack),26,null,true,2025-10-08 18:16:03.737247
a147b02a-8c2e-4303-bbed-3199756a7f49,sports_drink,Sports drink (1 cup),Sports drink (1 cup),16,null,true,2025-10-08 18:16:03.737247
50e013ba-90e8-42bf-8558-974af7f4a744,energy_gel,Energy gel (1 packet),Energy gels (1 packet),25,null,true,2025-10-08 18:16:03.737247
dee10dca-e2c6-4979-a43e-0f5f14abcd31,rice_pudding,Rice pudding (1/2 cup),Rice pudding (1/2 cup),30,null,true,2025-10-08 18:16:03.737247
1fd97d99-3005-498f-9e7a-d7a9806e3197,beet_juice,Beet juice (1 cup),Beet juice (1 cup),18,null,true,2025-10-08 18:16:03.737247
e2c57e8b-77b8-40f9-a5fa-46a6c2ead01b,pasta_marinara,Pasta with marinara (1 cup),Pasta with marinara (1 heaping cup cooked),62,null,true,2025-10-08 18:16:03.737247
89bf106c-7c65-420f-8ca9-f03c1731e703,oats,Oats (1/2 cup),Oats (1/2 cup cooked),14,null,true,2025-10-08 18:16:03.737247
